City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
331,Vila Franca Do Campo,PT,37.7167,-25.4333,63.19,87,100,17.9,overcast clouds
332,Wageningen,NL,51.9667,5.6667,26.94,92,5,2.3,clear sky
333,Voyvozh,RU,62.892,54.9635,-7.85,96,100,5.12,overcast clouds
334,Cortes,ES,41.9395,-1.4396,44.65,85,100,1.43,overcast clouds
335,Leshan,CN,29.5623,103.7639,48.74,65,100,3.6,overcast clouds
336,Safranbolu,TR,41.2508,32.6942,46.67,87,53,2.21,broken clouds
337,Sambava,MG,-14.2667,50.1667,73.89,89,17,9.75,few clouds
338,Dodoma,TZ,-6.1722,35.7395,69.71,73,20,11.5,few clouds
339,Saint-Pierre,RE,-21.3393,55.4781,73.9,68,0,4.61,clear sky
340,Barabinsk,RU,55.3571,78.357,3.06,92,100,16.44,overcast clouds
341,Aginskoye,RU,51.1,114.53,-9.98,63,64,18.81,broken clouds
342,Yar-Sale,RU,66.8333,70.8333,-18.78,99,10,7.38,clear sky
343,Rawson,AR,-43.3002,-65.1023,69.8,32,3,9.98,clear sky
344,Vila Do Maio,CV,15.1333,-23.2167,75.99,83,0,12.44,clear sky
345,Manokwari,ID,-0.8667,134.0833,77.0,86,100,1.12,overcast clouds
346,Aklavik,CA,68.2191,-135.0107,-7.6,77,100,11.5,snow
347,Kunnamangalam,IN,11.3046,75.8777,72.23,96,98,6.49,overcast clouds
348,Biak,ID,-0.9131,122.8766,81.19,74,100,1.72,overcast clouds
349,Grande Prairie,CA,55.1667,-118.8027,1.58,78,75,0.0,broken clouds
350,Kindu,CD,-2.95,25.95,68.31,100,100,1.32,moderate rain
351,Porbandar,IN,21.6422,69.6093,71.89,50,2,12.75,clear sky
352,Eyl,SO,7.9803,49.8164,72.54,79,1,12.21,clear sky
353,Bali,ID,-8.5,115.0,88.77,71,78,1.88,broken clouds
354,Badajoz,ES,38.6667,-6.1667,61.75,92,100,20.94,overcast clouds
355,San Cristobal,VE,7.7669,-72.225,69.98,90,34,1.25,scattered clouds
356,Praia Da Vitoria,PT,38.7333,-27.0667,61.75,77,20,20.71,few clouds
357,Asau,RO,46.4333,26.4,33.28,73,100,5.93,overcast clouds
358,Lebyazhye,RU,55.2689,66.4947,19.44,92,100,8.03,overcast clouds
359,Labytnangi,RU,66.6572,66.4183,-15.52,91,5,4.59,clear sky
360,Bainbridge,US,47.6262,-122.5212,44.26,83,75,4.0,broken clouds
361,Sabang,ID,5.8933,95.3214,75.06,94,100,10.6,light rain
362,Inta,RU,66.0317,60.1659,-22.95,100,19,2.35,few clouds
363,San Isidro,PE,-12.1167,-77.05,73.02,75,0,13.8,clear sky
364,Rwamagana,RW,-1.9487,30.4347,62.04,97,100,1.07,overcast clouds
365,Guanica,PR,17.9716,-66.908,77.95,68,8,4.32,clear sky
366,Muli,MV,2.9167,73.5667,81.21,76,99,16.49,light rain
367,Kitimat,CA,54.0524,-128.6534,26.98,60,98,0.54,overcast clouds
368,Haicheng,CN,40.8516,122.7475,21.56,47,62,3.96,broken clouds
369,Sabaudia,IT,41.3003,13.0282,49.78,96,100,8.77,light rain
370,Baykit,RU,61.67,96.37,-26.99,99,97,1.39,overcast clouds
371,Saskylakh,RU,71.9167,114.0833,-13.18,99,100,5.01,overcast clouds
372,Whitianga,NZ,-36.8333,175.7,65.91,88,100,6.44,overcast clouds
373,Gambela,ET,8.25,34.5833,77.07,64,62,2.15,broken clouds
374,Roura,GF,4.7263,-52.3274,76.91,94,100,0.0,overcast clouds
375,Tura,IN,25.5198,90.2201,58.23,87,7,2.86,clear sky
376,Samarai,PG,-10.6167,150.6667,83.48,74,100,3.58,overcast clouds
377,Marquette,US,46.5333,-87.6335,28.35,86,60,3.8,broken clouds
378,Amapa,BR,1.0,-52.0,73.24,78,5,2.93,clear sky
379,Bumba,CD,2.1833,22.4667,72.12,91,100,3.2,overcast clouds
380,Abha,SA,18.2164,42.5053,49.82,87,0,4.61,clear sky
381,Chumikan,RU,54.7183,135.315,-0.8,71,100,6.6,overcast clouds
382,Suntar,RU,62.1444,117.6319,-13.29,95,100,8.39,overcast clouds
383,Polonnaruwa,LK,7.9333,81.0,71.47,92,50,2.28,scattered clouds
384,Disna,BY,55.568,28.1971,21.74,90,97,13.87,overcast clouds
385,Chipata,ZM,-13.6333,32.65,65.52,78,100,4.05,overcast clouds
386,Gewane,ET,10.1664,40.6453,71.02,59,43,5.03,scattered clouds
387,Khovu-Aksy,RU,51.1333,93.6,-11.4,92,100,4.29,overcast clouds
388,Svetlaya,RU,46.5389,138.3297,26.73,93,100,13.35,snow
389,Husavik,IS,66.0449,-17.3389,27.43,91,100,10.94,snow
390,Port Pirie,AU,-33.1833,138.0167,63.36,52,97,14.29,overcast clouds
391,Rome,US,34.257,-85.1647,54.01,87,75,3.44,broken clouds
392,Naters,CH,46.3254,7.9891,36.97,74,100,7.18,light snow
393,Pedernales,DO,18.0384,-71.744,75.15,74,0,5.48,clear sky
394,Hirara,JP,24.8,125.2833,69.66,73,75,24.16,broken clouds
395,Anadyr,RU,64.75,177.4833,-7.1,64,0,11.18,clear sky
396,Lappeenranta,FI,61.0587,28.1887,17.78,86,100,13.8,light snow
397,Huambo,AO,-12.7761,15.7392,58.12,88,100,2.01,overcast clouds
398,Necochea,AR,-38.5473,-58.7368,54.39,75,10,0.87,clear sky
399,Pangnirtung,CA,66.1451,-65.7125,6.21,94,100,3.2,overcast clouds
400,Westport,US,41.1415,-73.3579,32.83,61,0,8.05,clear sky
401,Rudbar,AF,30.15,62.6,45.72,54,0,6.46,clear sky
402,Severo-Kurilsk,RU,50.6789,156.125,28.09,62,100,9.04,overcast clouds
403,Verkh-Usugli,RU,52.7,115.1667,-16.02,74,79,4.38,broken clouds
404,Male,MV,4.1748,73.5089,80.55,83,75,23.02,broken clouds
405,Ixtapa,MX,20.7,-105.2,69.15,83,10,1.12,clear sky
406,Florence,IT,43.7667,11.25,42.08,88,75,2.3,light rain
407,Misratah,LY,32.3754,15.0925,65.26,79,46,9.28,scattered clouds
408,Khao Yoi,TH,13.2403,99.8243,76.91,77,100,6.71,overcast clouds
409,Sabla,NG,12.7525,4.7077,69.64,17,15,9.86,few clouds
410,Dongli,CN,23.5656,116.8194,55.38,71,20,6.71,few clouds
411,Kapustin Yar,RU,48.5831,45.7372,23.7,81,6,13.51,clear sky
412,Ayabaca,PE,-4.6398,-79.7149,51.98,81,100,2.75,overcast clouds
413,Sinnai,IT,39.3042,9.2036,59.47,87,40,5.75,scattered clouds
414,Saintes,FR,45.6667,-0.75,37.15,100,100,10.76,overcast clouds
415,Corumba,BR,-19.0092,-57.6533,83.07,53,100,2.86,overcast clouds
416,Yaan,NG,7.3833,8.5667,75.38,33,87,4.47,overcast clouds
417,Yumen,CN,40.2833,97.2,11.08,55,19,8.93,few clouds
418,Geraldton,AU,-28.7667,114.6,86.41,17,0,21.85,clear sky
419,Tilichiki,RU,60.4667,166.1,11.7,93,100,7.4,snow
420,Costa Rica,BR,-23.4167,-54.65,73.78,92,100,3.11,overcast clouds
421,Huanan,CN,46.2167,130.5167,7.27,73,100,16.49,overcast clouds
422,Eenhana,NA,-17.4667,16.3333,67.41,29,92,7.31,overcast clouds
423,Vao,NC,-22.6667,167.4833,75.99,66,16,8.61,few clouds
424,Shahrud,IR,36.4182,54.9763,32.81,63,96,3.0,overcast clouds
425,Krasnoye,UA,49.9145,24.6134,27.81,92,100,13.69,light snow
426,Gorom-Gorom,BF,14.4439,-0.2361,72.07,13,85,10.07,overcast clouds
427,Spokane,US,47.6166,-117.3677,33.69,90,53,1.99,broken clouds
428,Gemena,CD,3.25,19.7667,68.41,95,100,2.21,overcast clouds
429,Belmonte,BR,-15.8631,-38.8828,77.16,90,60,11.43,broken clouds
430,Mount Isa,AU,-20.7333,139.5,89.37,13,6,11.5,clear sky
431,Arman,RU,59.7,150.1667,-21.86,82,13,8.23,few clouds
432,Benguela,AO,-12.5763,13.4055,74.43,85,92,5.19,overcast clouds
433,Lompoc,US,34.6391,-120.4579,53.78,72,0,12.66,clear sky
434,Along,IN,28.1667,94.7667,52.27,79,0,1.3,clear sky
435,Ucluelet,CA,48.9329,-125.5528,39.51,89,17,1.45,few clouds
436,Phan Thiet,VN,10.9333,108.1,74.37,69,100,2.89,overcast clouds
437,Los Llanos De Aridane,ES,28.6585,-17.9182,70.12,72,0,8.99,clear sky
438,Lebanon,US,36.2081,-86.2911,50.13,83,0,0.0,clear sky
439,Egvekinot,RU,66.3167,-179.1667,-22.81,78,14,4.65,few clouds
440,Vaxjo,SE,56.8777,14.8091,24.85,80,100,14.97,overcast clouds
441,Maarianhamina,AX,60.0973,19.9348,21.06,86,100,17.27,snow
442,Garissa,KE,-0.4536,39.6401,75.9,83,21,6.82,few clouds
443,Olafsvik,IS,64.8945,-23.7142,33.67,73,45,14.43,scattered clouds
444,Casas Grandes,MX,30.3667,-107.95,47.71,46,1,38.25,clear sky
445,Bandarbeyla,SO,9.4942,50.8122,77.04,71,31,15.43,scattered clouds
446,Roma,US,43.2128,-75.4557,21.96,80,5,3.8,clear sky
447,Namibe,AO,-15.1961,12.1522,68.54,72,17,6.89,few clouds
448,Mount Gambier,AU,-37.8333,140.7667,55.4,47,100,15.57,overcast clouds
449,Kysyl-Syr,RU,63.8986,122.7617,-22.58,99,100,3.38,overcast clouds
450,Richards Bay,ZA,-28.783,32.0377,70.79,92,100,2.19,overcast clouds
451,La Tuque,CA,47.4334,-72.7824,10.65,85,7,3.44,clear sky
452,Kahului,US,20.8947,-156.47,80.62,73,40,24.16,scattered clouds
453,Camacha,PT,33.0833,-16.3333,69.22,83,75,25.32,light intensity shower rain
454,Xinzhou,CN,38.4092,112.7333,19.18,23,0,13.35,clear sky
455,Shediac,CA,46.2198,-64.5411,17.1,79,20,4.61,few clouds
456,Tiarei,PF,-17.5333,-149.3333,75.22,76,100,9.44,light rain
457,Tecoanapa,MX,16.5167,-98.75,77.76,77,100,6.31,overcast clouds
458,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,73.2,97,100,1.03,light rain
459,Bisira,PA,8.5196,-81.7115,57.42,96,73,4.16,broken clouds
460,Kholtoson,RU,50.2981,103.3097,-19.46,91,7,4.05,clear sky
461,Bonavista,CA,48.6499,-53.1147,33.1,88,100,13.76,overcast clouds
462,Pahrump,US,36.2083,-115.9839,43.25,62,5,1.99,clear sky
463,Aden,YE,12.7794,45.0367,77.67,74,8,16.08,light rain
464,Xining,CN,36.6167,101.7667,16.38,55,100,1.79,overcast clouds
465,Esperance,AU,-33.8667,121.9,63.54,59,89,13.47,overcast clouds
466,Hasanabad,IR,36.5465,61.0543,40.41,47,0,9.19,clear sky
467,Eureka,US,40.8021,-124.1637,47.19,88,38,4.0,scattered clouds
468,Panguna,PG,-6.3164,155.4848,77.95,79,100,2.1,moderate rain
469,Shache,CN,38.4167,77.2406,24.04,53,55,3.29,broken clouds
470,Mnogovershinnyy,RU,53.9353,139.9242,3.56,90,100,6.22,overcast clouds
471,Muros,ES,42.7762,-9.0603,62.69,92,100,10.85,overcast clouds
472,Korla,CN,41.7597,86.1469,18.81,49,0,4.16,clear sky
473,Poum,NC,-20.2333,164.0167,80.85,67,3,4.79,clear sky
474,Lyuban,BY,52.7985,28.0048,25.72,94,100,10.8,overcast clouds
475,Arroio Grande,BR,-32.2375,-53.0869,60.6,86,88,1.81,overcast clouds
476,Nuuk,GL,64.1835,-51.7216,20.88,62,5,7.7,clear sky
477,Yunyang,CN,33.4474,112.7142,42.49,25,100,2.8,overcast clouds
478,Taltal,CL,-25.4,-70.4833,68.02,81,32,1.74,scattered clouds
479,Nizhniy Tsasuchey,RU,50.5167,115.1333,-8.23,61,89,18.88,overcast clouds
480,Nea Vissa,GR,41.5833,26.5333,45.16,86,100,20.24,light rain
481,Berlevag,NO,70.8578,29.0864,21.2,49,75,21.85,broken clouds
482,San Quintin,MX,30.4833,-115.95,56.91,56,9,18.52,clear sky
483,Namie,JP,37.4833,141.0,49.98,73,100,5.66,moderate rain
484,Saint-Augustin,CA,51.226,-58.6502,21.15,79,100,13.78,overcast clouds
485,Mvuma,ZW,-19.2792,30.5283,62.56,78,8,4.85,clear sky
486,Kidodi,TZ,-7.6036,37.0044,70.34,88,84,2.71,broken clouds
487,Omsukchan,RU,62.5333,155.8,-24.83,95,100,4.72,overcast clouds
488,Dudinka,RU,69.4058,86.1778,-12.39,95,100,17.11,overcast clouds
489,Batemans Bay,AU,-35.7167,150.1833,67.1,26,0,4.47,clear sky
490,Luwuk,ID,-0.9516,122.7875,84.16,72,100,1.34,overcast clouds
491,Nouadhibou,MR,20.931,-17.0347,70.12,71,0,14.72,clear sky
492,Tezu,IN,27.9167,96.1667,59.99,52,0,3.2,clear sky
493,Beringovskiy,RU,63.05,179.3167,-7.22,94,36,4.68,scattered clouds
494,Naze,JP,28.3667,129.4833,63.52,65,91,13.27,overcast clouds
495,Santa Cruz,BO,-17.8,-63.1667,74.66,88,100,16.11,overcast clouds
496,Borogontsy,RU,62.6683,131.1683,-43.13,99,99,3.02,overcast clouds
497,Desbiens,CA,48.4178,-71.9495,16.45,87,93,14.36,overcast clouds
498,Hobyo,SO,5.3505,48.5268,77.86,69,1,20.22,clear sky
499,Balabac,PH,7.9868,117.0645,80.91,70,100,5.44,overcast clouds
500,Bridgetown,BB,13.1,-59.6167,79.29,73,20,12.66,few clouds
501,Bowen,AU,-20.0167,148.2333,83.37,68,21,10.25,few clouds
502,Navahrudak,BY,53.6,25.8333,28.2,88,100,17.87,overcast clouds
503,Ventspils,LV,57.3894,21.5606,24.73,100,100,4.61,light snow
504,Peniche,PT,39.3558,-9.3811,66.29,96,100,21.23,overcast clouds
505,Baker City,US,44.7749,-117.8344,30.18,89,47,7.7,scattered clouds
506,Alta Floresta,BR,-9.8756,-56.0861,70.65,99,81,2.59,broken clouds
507,Belyy Yar,RU,53.6039,91.3903,-5.91,77,100,4.47,light snow
508,Falun,SE,60.6036,15.626,18.01,86,100,10.56,overcast clouds
509,Odemira,PT,37.598,-8.6397,64.17,96,100,15.66,overcast clouds
510,Dong Hoi,VN,17.4833,106.6,64.51,73,100,8.28,overcast clouds
511,Labrea,BR,-7.2586,-64.7981,78.6,79,100,1.25,overcast clouds
512,Kyrylivka,UA,46.3759,35.3675,44.35,85,100,4.7,overcast clouds
513,Puerto Del Rosario,ES,28.5004,-13.8627,65.95,88,0,3.44,clear sky
514,Praia,CV,14.9215,-23.5087,75.74,69,0,11.5,clear sky
515,Shemursha,RU,54.8866,47.5189,22.15,67,0,15.97,clear sky
516,Kisangani,CD,0.5167,25.2,69.1,99,100,1.72,moderate rain
517,Omboue,GA,-1.5746,9.2618,74.3,94,100,2.86,light rain
518,Mount Hagen,PG,-5.8581,144.2274,66.96,77,40,8.05,scattered clouds
519,Gawler,AU,-34.6,138.7333,66.22,52,97,14.81,overcast clouds
520,Mehamn,NO,71.0357,27.8492,21.15,73,100,14.97,overcast clouds
521,Cogtong,PH,9.8374,124.5291,81.52,82,100,8.34,overcast clouds
522,Zhovkva,UA,50.0583,23.9726,28.9,95,100,10.74,light snow
523,Drayton Valley,CA,53.2168,-114.9854,-0.92,97,15,3.85,few clouds
524,Varangaon,IN,21.0167,75.9,72.45,82,67,6.31,broken clouds
525,Inuvik,CA,68.3499,-133.7218,2.41,84,100,4.61,snow
526,Imbituba,BR,-28.24,-48.6703,72.97,83,100,11.97,moderate rain
527,Fengcheng,CN,40.4536,124.0717,23.2,49,100,7.56,overcast clouds
528,Rantepao,ID,-2.9701,119.8978,76.3,79,100,1.23,overcast clouds
529,Tanout,NE,14.9709,8.8879,63.86,17,10,10.71,clear sky
530,Biga,TR,40.2281,27.2422,53.92,87,100,6.13,overcast clouds
531,Moroni,KM,-11.7022,43.2551,78.62,77,89,2.64,overcast clouds
532,Tonantins,BR,-2.8731,-67.8022,74.05,97,100,2.53,light rain
533,Miri,MY,4.4148,114.0089,77.14,88,40,4.61,scattered clouds
534,Stepnogorsk,KZ,52.3544,71.8869,18.91,82,100,14.47,overcast clouds
535,Uige,AO,-7.6087,15.0613,67.1,100,100,1.19,light rain
536,Laguna,US,38.421,-121.4238,50.99,68,0,6.91,clear sky
537,Russell,US,32.3502,-85.1999,59.97,88,100,0.0,overcast clouds
538,Buala,SB,-8.145,159.5921,84.49,73,97,3.0,light rain
539,Jimma,ET,7.6667,36.8333,59.94,76,20,1.25,few clouds
540,Chandur,IN,19.7333,79.1833,71.82,85,76,1.95,broken clouds
541,Kismayo,SO,-0.3582,42.5454,79.07,77,6,12.93,clear sky
542,Tyrma,RU,50.0833,132.1667,9.43,92,100,2.06,light snow
543,Brownsville,US,25.9018,-97.4975,76.08,91,40,13.8,scattered clouds
544,Roswell,US,34.0232,-84.3616,55.18,90,75,4.61,broken clouds
545,Masalli,KR,34.7959,126.6553,44.28,47,58,18.05,broken clouds
546,Victoria Point,AU,-27.5833,153.3,83.34,68,84,10.0,broken clouds
547,Sur,OM,22.5667,59.5289,72.41,70,0,4.81,clear sky
548,Obuasi,GH,6.206,-1.6619,72.21,97,18,1.52,light rain
549,West Helena,US,34.5507,-90.6418,51.55,81,1,5.99,clear sky
550,Mangochi,MW,-14.4782,35.2645,70.77,85,37,3.83,scattered clouds
551,Waddan,LY,29.1614,16.139,64.94,48,0,6.64,clear sky
552,Datong,CN,40.0936,113.2914,6.21,25,0,16.44,clear sky
553,Phangnga,TH,8.4509,98.5298,77.04,89,100,4.74,overcast clouds
554,Rivera,UY,-30.9053,-55.5508,72.16,35,49,20.96,scattered clouds
555,Evensk,RU,61.95,159.2333,1.53,97,100,6.85,light snow
556,Viedma,AR,-40.8135,-62.9967,62.74,27,9,6.51,clear sky
557,Kyra,RU,49.5776,111.9753,-15.83,77,11,8.08,few clouds
558,San Vicente De Canete,PE,-13.0751,-76.3835,68.4,82,100,1.86,overcast clouds
559,Sylacauga,US,33.1732,-86.2516,59.36,88,100,0.0,overcast clouds
560,Rock Sound,BS,24.9,-76.2,76.26,70,3,11.97,clear sky
561,Chistogorskiy,RU,53.9835,87.3843,15.28,93,100,9.48,light snow
562,Abrau-Dyurso,RU,44.69,37.59,54.86,95,100,11.7,overcast clouds
563,Kholmogory,RU,64.2229,41.656,5.0,87,100,10.63,overcast clouds
564,Pokoynoye,RU,44.8097,44.2517,41.9,71,100,17.58,overcast clouds
565,Lydenburg,ZA,-25.0978,30.4597,60.87,92,96,3.11,overcast clouds
566,Zhuzhou,CN,27.8333,113.15,33.93,52,0,2.82,clear sky
567,Santarem,BR,-2.4431,-54.7083,78.93,89,0,4.61,clear sky
568,Rincon,US,32.296,-81.2354,58.86,90,42,5.14,scattered clouds
569,Mitu,CO,1.1983,-70.1733,71.53,97,100,2.17,overcast clouds
570,Yerkoy,TR,39.6381,34.4672,47.79,87,97,6.49,overcast clouds
571,Inirida,CO,3.8653,-67.9239,73.98,95,100,0.54,overcast clouds
572,Grand Gaube,MU,-20.0064,57.6608,76.37,70,14,5.01,light rain
573,Dakoro,NE,14.5106,6.765,65.08,17,17,11.14,few clouds
574,Torrington,US,41.8007,-73.1212,28.04,80,5,4.03,clear sky
575,Anaconda,US,46.1285,-112.9423,13.03,96,100,2.95,overcast clouds
576,Magadi,IN,12.9667,77.2333,68.16,96,99,9.75,overcast clouds
577,Ossora,RU,59.2353,163.0719,6.73,78,99,7.54,overcast clouds
578,Hoshcha,UA,50.6003,26.6744,27.3,90,80,10.2,broken clouds
579,Talaya,RU,61.3833,152.75,-31.68,97,100,1.25,overcast clouds
580,Havre-Saint-Pierre,CA,50.2334,-63.5986,14.0,78,100,13.8,light snow
581,Arsenyev,RU,44.1631,133.2733,18.95,74,100,7.36,overcast clouds
582,Ghansor,IN,22.65,79.95,65.25,59,55,3.15,broken clouds
583,Galesong,ID,-5.3166,119.3661,78.82,73,100,3.83,moderate rain
584,Smithers,CA,54.7804,-127.1743,17.92,79,100,3.44,overcast clouds
585,Aconibe,GQ,1.2968,10.9369,66.4,98,74,2.68,broken clouds
586,Fort Nelson,CA,58.8053,-122.7002,-4.41,77,75,2.3,broken clouds
587,San Andres,CO,12.5847,-81.7006,78.82,73,75,5.75,broken clouds
588,Arroyo,ES,41.6096,-4.7969,55.6,88,75,18.41,broken clouds
589,Pinheiro Machado,BR,-31.5783,-53.3811,57.06,84,90,12.91,overcast clouds
590,Nishihara,JP,26.1842,127.7558,69.08,64,75,18.41,broken clouds
591,Bonito Oriental,HN,15.7477,-85.7356,78.42,97,99,1.54,overcast clouds
592,Mandalgovi,MN,45.7625,106.2708,-4.31,45,0,11.99,clear sky
593,Santa Rosa,PH,14.3122,121.1114,83.08,80,100,6.02,overcast clouds
594,Agirish,RU,61.9247,63.0231,-21.41,100,15,0.85,few clouds
595,Biryusinsk,RU,55.9634,97.8235,-10.62,96,100,3.18,overcast clouds
596,Ternate,ID,0.8,127.4,82.53,75,92,4.88,overcast clouds
597,Maldonado,UY,-34.6667,-54.9167,65.59,79,24,5.97,few clouds
598,Dali,CN,25.7,100.1833,44.53,70,5,2.28,clear sky
599,San Agustin,MX,20.5333,-103.4667,70.52,37,47,4.0,scattered clouds
600,Jizan,SA,17.3333,42.6667,76.14,78,0,3.74,clear sky
601,Kasongo-Lunda,CD,-6.4667,16.8167,68.05,99,100,1.23,overcast clouds
602,Port Macquarie,AU,-31.4333,152.9167,74.89,33,0,9.13,clear sky
603,Birao,CF,10.2849,22.7882,66.25,18,17,6.08,few clouds
604,Vitim,RU,59.4511,112.5578,-15.39,95,100,9.24,overcast clouds
605,Poya,NC,-21.35,165.15,83.26,60,9,6.85,clear sky
606,Tongzi,CN,28.7829,105.0877,47.17,69,100,5.5,overcast clouds
607,Vila Velha,BR,-20.3297,-40.2925,82.35,86,75,11.5,light rain
608,Port Lincoln,AU,-34.7333,135.8667,63.52,52,16,17.85,few clouds
609,Kaeo,NZ,-35.1,173.7833,69.96,81,45,8.3,scattered clouds
610,Charleston,US,32.7766,-79.9309,56.01,83,40,6.91,scattered clouds
611,Shimoda,JP,34.6667,138.95,48.56,87,100,2.91,overcast clouds
612,Yerbogachen,RU,61.2767,108.0108,-21.24,97,96,6.22,overcast clouds
613,Aksu,CN,41.1231,80.2644,19.69,66,0,3.47,clear sky
614,Novokayakent,RU,42.3937,47.9861,44.82,87,99,14.54,light rain
615,San Giovanni Rotondo,IT,41.7049,15.7191,40.55,79,100,3.38,overcast clouds
616,Khalkhal,IR,37.6189,48.5258,31.66,73,54,5.14,broken clouds
617,Gorgan,IR,36.8387,54.4348,37.36,93,40,0.0,scattered clouds
618,Semey,KZ,50.4111,80.2275,21.42,93,100,15.66,snow
619,Malanje,AO,-9.5402,16.341,64.4,98,100,6.15,light rain
620,Ibotirama,BR,-12.1853,-43.2206,74.84,77,46,2.75,scattered clouds
621,Wewak,PG,-3.5534,143.6268,78.24,88,100,3.78,overcast clouds
622,Mattru,SL,7.6244,-11.8332,74.23,92,0,1.14,clear sky
623,Arkadelphia,US,34.1209,-93.0538,48.45,99,100,6.91,mist
624,Martapura,ID,-3.4167,114.85,80.69,83,40,3.44,scattered clouds
625,Medak,IN,18.0333,78.2667,66.74,97,40,4.41,scattered clouds
626,Teguldet,RU,57.3064,88.1667,6.91,95,100,7.34,light snow
627,Goreloye,RU,52.937,41.5043,29.37,78,100,17.22,overcast clouds
628,Taywarah,AF,33.35,64.4167,19.24,90,12,4.56,few clouds
629,Parnarama,BR,-5.6817,-43.0933,75.87,82,86,3.29,overcast clouds
630,Nabire,ID,-3.3667,135.4833,82.02,78,100,4.36,overcast clouds
631,Feldbach,AT,46.9531,15.8883,29.01,63,0,0.31,clear sky
632,Cascavel,BR,-24.9558,-53.4553,65.95,91,100,2.77,heavy intensity rain
633,Mbanza-Ngungu,CD,-5.25,14.8667,67.57,98,100,4.7,light rain
634,Heihe,CN,50.2441,127.4902,1.98,94,100,8.16,light snow
635,Malkangiri,IN,18.35,81.9,68.25,95,12,1.32,few clouds
636,Riviere-Au-Renard,CA,48.9957,-64.3971,16.09,65,100,7.83,overcast clouds
637,Bam,IR,29.106,58.357,43.99,41,0,3.13,clear sky
638,Boulsa,BF,12.6675,-0.5758,71.76,16,79,9.17,broken clouds
639,Ulaangom,MN,49.9811,92.0667,-11.43,97,100,3.53,overcast clouds
640,Skjervoy,NO,70.0311,20.9714,10.4,54,93,8.37,overcast clouds
641,Chongwe,ZM,-15.3292,28.682,66.24,74,4,2.95,clear sky
642,Kindersley,CA,51.4668,-109.1682,-4.99,99,43,4.61,scattered clouds
643,Gamboma,CG,-1.8764,15.8644,68.63,94,91,1.7,overcast clouds
644,Haines Junction,CA,60.7522,-137.5108,14.52,98,37,4.16,scattered clouds
645,Padre Bernardo,BR,-15.35,-48.5,73.56,80,90,1.61,overcast clouds
646,Garden City,US,42.3256,-83.331,36.14,79,34,1.01,scattered clouds
647,Hay River,CA,60.8156,-115.7999,-4.04,71,75,12.66,broken clouds
648,Kantunilkin,MX,21.0917,-87.45,70.75,80,0,2.86,clear sky
649,Sanok,PL,49.5557,22.2056,27.43,100,100,8.79,light snow
650,Acarau,BR,-2.8856,-40.12,78.91,77,73,14.85,broken clouds
651,Sunggal,ID,3.5765,98.6151,74.57,93,100,1.48,overcast clouds
652,Chama,CH,47.1821,8.4636,24.84,100,100,4.61,overcast clouds
653,Galeana,MX,24.8333,-100.0667,57.72,48,5,4.18,clear sky
654,Sinnamary,GF,5.3833,-52.95,77.11,86,100,8.48,overcast clouds
655,Salalah,OM,17.0151,54.0924,66.56,41,2,10.98,clear sky
656,Aykhal,RU,66.0,111.5,-14.51,100,94,6.89,overcast clouds
657,Taguatinga,BR,-12.3857,-46.5711,73.83,88,71,2.89,broken clouds
658,Mago,RU,53.2514,140.1822,7.2,92,100,1.5,overcast clouds
659,Alice Springs,AU,-23.7,133.8833,78.35,19,88,12.66,overcast clouds
660,Komsomolskiy,UZ,40.4272,71.7189,25.52,93,100,6.91,fog
661,Willowmore,ZA,-33.2926,23.4895,69.44,79,17,4.72,few clouds
662,Morehead,US,37.2711,-87.1764,42.55,78,0,4.61,clear sky
663,Kopargaon,IN,19.8833,74.4833,73.11,73,100,7.9,overcast clouds
664,Nome,US,64.5011,-165.4064,15.12,90,100,7.16,overcast clouds
